identifier,Title (Sindhi),Author (English),Year,Author (Sindhi),Title (English),Publisher,Language,Thumbnail,Link
san_0177,راج رشي ڏيارام گدومل (جيون چرتر),Shewaram Narsinghdas Pherwani,2000,شيوارام نرسنگھداس ڦيرواڻي,Raj Rishi Diyaram Gidoomal,"Sindh Graduates Association, Karachi.",sindhi,,
san_0213,سنڌي ٻاراڻو ڪتاب (پهرئين ڪلاس لاءِ) 2013ع,Dr. Abdul Karim Sandeelo et al,2013,ڊاڪٽر عبدالڪريم سنديلو ۽ ٻيا,Sindhi Baarano Kitab (Pahreen Klas Lai) 2013,"Sindh Text Book Board, Jamshoro",sindhi,,
san_0460,تنبيهه الجاهلين 1289 هجري 1872ع,Faqeer Abdulsamad Makhdoom,1872,فقير عبدالصمد مخدوم,Tanbeeh ul Jahileen,Unknown,sindhi,,
san_0515,الا مان اڏري ويندو سانءِ (شاعري),Mansoor Malik,1999,منصور ملڪ,alaa maan udri wendo saani,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0591,ٻار سنڌي ڪهاڻيءَ ۾,Vali Ram Vallabh,1984,ولي رام ولڀ,Baar Sindhi KahaNia mein,"Sohni Publications, Hyderabad.",sindhi,,
san_0626,گل شڪر (سنڌي پهاڪن بابت ڪتاب),Kewalram Advani,1978,ڪيولرام آڏواڻي,Gul Shakar,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0627,گناهن ڀريو ديوتا (ناول),Dharam Veer Bharati,1998,ڌرم وير ڀارتي (سنڌيڪار ظفر عباسي),Gunahan bhariyo devtaa,"Sindh Rang Publications, Hyderabad.",sindhi,,
san_0644,اعجاز علي جتوئي - محب وطن سياستدان (شخصيت، ڪردار ۽ جدوجهد),Azad Anwar Kandhro,2006,آزاد انور ڪانڌڙو,Aijaz Ali Jatoi,"Mehar jo Awaz Publications, Mehar.",sindhi,,
san_0687,ڇا سنڌين لاءِ ملڪي سياست حرام آهي,Rasool Bakhsh Palijo,,رسول بخش پليجو,Chaa sindhyun lai mulki siyasat haraam aahe?,"Sindhi Adabi Publishing Agency, Hyderabad.",sindhi,,
san_0717,مينهن ڪڻيون (شاعري),Shaikh Ayaz,1999,شيخ اياز,Meenhan KaNyoon (Sindhi Haiku),"Roshni Publications, Kandiaro.",sindhi,,
san_0723,گامونءَ جا گفتا,Abdulmalik Memon,1995,عبدالمالڪ ميمڻ,Gaamooan jaa gufta,Mehran Academy,sindhi,,
san_0742,سنڌوءَ ڪناري سنگيت (منهنجا ڳوٺائي صاحبِ ڪتاب),Sattar Pirzado,2012,ستار پيرزادو,Sindhua kinare sangeet (Munhinja gothaaii),"Sindh Adabi Academy, Karachi.",sindhi,,
san_0746,تاريخ مظهر شاهجهاني,Yusuf Mirak,1979,يوسف ميرڪ (سنڌيڪار نياز همايوني),Tareekh mazhar-e Shahjahani,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0882,"هفتيوار ""برسات"" جلد 10، شمارو 76-77 (1982ع)",Yousif Shaheen,1982,يوسف شاهين,"Weekly ""Barsat"" (Vol 10, No 76-77)","Afro Asia Printing Press, Karachi.",sindhi,,
san_0926,سندھی معلم (اردو سنڌي),Dr. Ghulam Ali Allana,1984,ڊاڪٽر غلام علي الانا,Sindhi Mualim (Sindhi Teacher),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-147,سياسي نظريا ۽ سنڌ جي سياست,Rochi Ram,2015,روچي رام,Siyasi Nazriya Aen Sindh Ji Siyasat,Sindhica Academy Karachi.,sindhi,,
san2020-93,شاهہ عبدالطيف (دنيا جو بيمثال شاعر),Allama I. I. Kazi,2013,علامه آءِ آءِ قاضي,Shah Abdul Latif (Duniya Jo Bemisaal Shaer),Mehran Academy Karachi.,sindhi,,
san_0010,آسان سنڌي ڪتاب (غير مادري زبان) چوٿين ڪلاس لاءِ,Dr. Ghulam Ali Allana & Dr. Abdul Karim Sandeelo,1996,ڊاڪٽر غلام علي الانا ۽ ڊاڪٽر عبدالڪريم سنديلو,Aasan Sindhi Kitab (Gher Madri Zuban),"Sindh Text Book Board, Jamshoro",sindhi,,
san_0057,حضرت عليءَ جا معجزا,Zameer Hussain Jafri,2004,ضمير حسين جعفري,Hazrat Ali ja Muajiza,Sindh Book Club,sindhi,,
san_0294,همہ اوست (ناول),Agha Saleem,2002,آغا سليم,Huma oost,New Fields Publications,sindhi,,
san_0296,پيغامبر,Khalil Gibran,2017,خليل جبران (سنڌيڪار ستار پيرزادو),Peghambar [Sindhi translation of The Prophet],Naon Niyapo Academy,sindhi,,
san_0313,سنڌوءَ جو ڇوڙ وارو علائقو,Major-General M. R. Haig,1995,جنرل ايم آر هيگ (سنڌيڪار عطا محمد ڀنڀرو),Sindhua jo chhoR vaaro ilaiqo,Sindhi Language Authority,sindhi,,
san_0317,اوندھہ جو موت (شعري مجموعو),Amjad Durani,2001,امجد دراني,Oondah jo maut,"Sindhi Adabi Sangat, Khairpur Mirs.",sindhi,,
san_0329,ڪتين ڪر موڙيا جڏهن( ڀاڱو ٻيون),Shaikh Ayaz,1992,شيخ اياز,Katyun kur moRya jaDDahin (Poetry & Notes) Part II,New Fields Publications,sindhi,,
san_0348,ڪالاباغ ڊيم,Barkat Ali Bhutto,1998,برڪت علي ڀٽو,Kalabagh Dam,"People Publishing Academy, Shikarpur.",sindhi,,
san_0368,تصوف جا اصطلاحات [ڪتاب اللمع في التصوف],Abu Nasar Sarraj,2016,شيخ ابو نصر سراج (سنڌيڪار ستار پيرزادو),"""Tasauf Ja Istlahaat"" (Basic Terms of Mysticism)",Sindhica,sindhi,,
san_0389,ڪربلا (ڪهاڻيون),Noor-ul-Huda Shah,1991,نورالهديٰ شاھ,Karbala,New Fields Publications,sindhi,,
san_0429,ڪلهي پاتم ڪينرو (پهريون 1963 وارو ڇاپو),Shaikh Ayaz,1963,شيخ اياز,Kulhe paatum keenaro,Ghulam Rabbani Agro,sindhi,,
san_0437,(چيتو ۽ لومڙي (ناٽڪ,Tariq Ali,2008,طارق علي (سنڌيڪار شفقت قادري),cheeto ain loomRi,Browser Publications,sindhi,,
san_0563,آزادي,John Stuart Mill,1970,جان اسٽوئرٽ مل,Azaadi,"Naseem Book Depot., Hyderabad.",sindhi,,
san_0566,مقالا (بين الاقوامي سنڌي ادبي ڪانفرنس 1988ع),Abdul Jabbar Junejo & Qasim Bughio,1998,عبدالجبار جوڻيجو ۽ قاسم ٻگھيو,Maqaala (International Sindhi Adabi Conference 1988),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0751,گوندر گس پرين جو - قاسم پٿر: شخصيت ۽ خدمتون,Obhayo Khushk,2013,اوڀايو خشڪ,Goondar Gasu preena jo,"Sindh Publications, Thatto.",sindhi,,
san_0752,پهاڪن جي پاڙ,Dr. Abdul Karim Sandeelo,1997,ڊاڪٽر عبدالڪريم سنديلو,Pahakan jee paaR,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0810,گھڙي پَلُ (صرف هڪُ پَل، هِڪَ گھَڙي),Garfield King,,گارفيلڊ ڪنگ (سنڌيڪار اي ڪي پنجواڻي),Ghari palu,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0815,خيال خاطر (مضمونن جو مجموعو),Mohammad Ismail Ursani,1979,محمد اسماعيل عرساڻي,Khayaal i Khaatir,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0854,ٽماهي مهراڻ (جنوري-مارچ 1995),Nafees Ahmed Shaikh,1995,نفيس احمد شيخ,Mehran Quarterly January-March 1995,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-171,خطباط سيد,G. M. Syed,2000,جي ايم سيد,Khutbat e Syed,"Sain Publishers, Sehwan.",sindhi,,
san2020-184,وارڊ نمبر ڇهون ۽ ٻيون ڪهاڻيون,Anton Chekov,1999,انتون چيخوف (سنڌيڪار اسلم خواجه),Ward No. 6 and other stories,"Sindh Publishing House, Karachi.",sindhi,,
san_0062,سنڌ جا ڪالم نگار,Mir Nusrat Hussain Abro,1998,مير نصرت حسين ابڙو1998,Sindh ja kaalam nigaar,"Journalism Education & Welfare Society, Karachi.",sindhi,,
san_0206,توحيد (ماهوار) جون-جولاءِ 1925,Din Mohammad Wafai,1925,دين محمد وفائي,Toheed (Monthly) June-July 1925,Wafai Press,sindhi,,
san_0210,”سنڌي ٻولي“ ٽہ ماهي، سالنامو 1995,Allah Bakhsh Bukhari,1995,الله بخش بخاري,"""Sindhi Boli"" 1995",Sindhi Language Authority,sindhi,,
san_0231,پنهل کان پوءِ ۽ جڳ مڙيوئي سپنو (ٻه ڪتاب),Shaikh Ayaz,1990,شيخ اياز,Puhal khaan poi & JaGu miRyoi sapno,New Fields Publications,sindhi,,
san_0239,مائيڪروبَ: اسانجا دوست، اسانجا دشمن,Murtaza Dharejo,2016,سنڌيڪار مرتضى ڌاريجو,Microbe asnaja dost asanja dushman,"Sindh Science Academy, Jamshoro.",sindhi,,
san_0265,تاريخ جو سفر,Dr. Mubarak Ali,1992,ڊاڪٽر مبارڪ علي (سنڌيڪار ابوبڪر شيخ),Tareekh jo safar,New Fields Publications,sindhi,,
san_0346,ٿر جي ٻولي,Dr. Abduljabbar Junejo & Hidayat Prem,1995,ڊاڪٽر جبار جوڻيجو ۽ هدايت پريم,Thar jee Boli,Sindhi Language Authority,sindhi,,
san_0391,هنگلاج ۽ لاهوت (ڏند ڪٿائن جي پس منظر ۾),Badar Abro,1991,بدر ابڙو,"HINGLAJ & LAHOOT (Study of mother Goddess, cult and myths related to creation)","Sangam Publications, Karachi.",sindhi,,
san_0407,ٽي ناوليٽ (رڃ ۽ پڙاڏا، پاتال ۾ بغاوت ۽ لڙهندڙ نسل),Manik (Munir Ahmed),1992,ماڻڪ (منير احمد),Three Novelettes,"Roshni Publication, Kandiaro",sindhi,,
san_0422,پنڌ اڻانگا پٻ جا,Oriana Fallaci,1986,اوريانا فلاسي (سنڌيڪار پرويز),Pandh aRanga paB jaa,"Azmat Adabi Academy, Hyderabad.",sindhi,,
san_0446,توکان ٿيندي ڌار (ڪهاڻين جو مجموعو),Sanobar Syed,1994,صنوبر سيد,Tokhaan thendey dhaar,"New Thinkers Forum, Hyderabad.",sindhi,,
san_0556,سنڌ جي وڻڪار,Shams ul Haq Memon,1998,شمس الحق ميمڻ,Sindh jee wNkaar,Belo Khaato Sindh | ٻيلو کاتو سنڌ,sindhi,,
san_0561,ٻاويھ سو ٻاويھ,Qazi Faiz Mohammad,1979,قاضي فيض محمد,Baweeha sau baaweeha (2222),"Sindhi Writers' Co-operative Society, Hyderabad.",sindhi,,
san_0574,هڪ اداس ڇوڪري (ناول),Amrita Pritam,1996,امرتا پريتم (سنڌيڪار عرفان مهدي),Hika udaas chhokri,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0582,شعلا شعلا واءَ ۾ (شاعري),Rashid Morai,2005,راشد مورائي,Shola Sholawau mein,"National Publishing House, Karachi.",sindhi,,
san_0749,ذوالفقار علي ڀٽو,Siraj Memon,1990,سراج ميمڻ,Zulfiqar Ali Bhutto,"Department of Culture, Sindh.",sindhi,,
san_0765,جامع سنڌي لغات (جلد ٻيون) (ڀ - چ) 2007ع,Dr. Nabi Bux Baloch,2007,ڊاڪٽر نبي بخش بلوچ,A Comprehensive Sindhi Dictionary Of Classical & Current Sindhi (Vol. II),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0775,بيدل جو اردو ڪلام (ڪلام ۽ جائزو),Akhtar Dargahi,1997,اختر درگاهي,Bedal jo Urdu kalaam,"Sachai Ishaat Ghar, Daro.",sindhi,,
san_0788,جُڳ جُڳ جال جيئنِ (ذوالفقار علي ڀٽي تي 5 جنوري 1994 تي ٿيل سيمينار),Ahmed Faraz et. al.,2005,احمد فراز ۽ ٻيا,JuG juG jaal jeean,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0789,پير حسام الدين راشدي (سوانح ۽ علمي ڪارناما),Sabahuddin Abdulrahman,2011,صباح الدين عبدالرحمان,Pir Hasam uddin Rashdi,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0801,ساڻيھہ جا سور (نظمن جو مجموعو),Abdulkarim Gadai,1965,عبدالڪريم گدائي,SaNeh jaa soor,ZTA Jacobabad.,sindhi,,
san_0805,سنڌي لوڪ ادب (تحقيقي اڀياس),Kamal Jamro,2016,ڪمال ڄامڙو,Sindhi lok adab (A study of Sindhi Folklore),Sindhiya Publications,sindhi,,
san_0869,"ماهوار ""تحريڪ"" (جون-جولاءِ 1973)",Qasim Pathar Sindhi,1973,قاسم پٿر سنڌي,"Monthly ""Tahreek"" (June-July 1973)","Suhani Printers, Hyderabad.",sindhi,,
san2020-107,سنڌ جا بر، بحر ۽ پهاڙ,Ghulam Rabbani Agro,1997,غلام رباني آگرو,"Sindh Ja Bar, Bahar Aee Paharr","Sindhi Adabi Board, Jamshoro Hyderabad Sindh.",sindhi,,
san2020-112,سنڌي ٻاراڻو ڪتاب، پهرئين ڪلاس لاءِ 2014,Dr. Abdul Karim Sandeelo et al,2014,ڊاڪٽر عبدالڪريم سنديلو ۽ ٻيا,"Sindhi BaraNo Kitab, pahrien drje lai","Sindh Text Book Board, Jamshoro.",sindhi,,
san2020-116,ٻوليون لوليون ٻارن جون,Bekhood Baluch,1995,بيخود بلوچ,Boliyoon loliyoon baaran joon,Sindhi Language Authority,sindhi,,
san2020-128,سچل جي سنڌي شاعري-فڪر-پارکو (هڪ مطالعو),Aftab Soomro,2017,آفتاب سومرو,Sachal je Sindhi Shaeri- Fiqr- Parkhoo,Ali Gul Sohu,sindhi,,
san2020-198,سنڌي اڻڄاتل درسي ڪتاب,Unknown,1940,نامعلوم,Sindhi Text Book from ca 1940,Unknown,sindhi,,
san2020-213,شرابي نگاهون (ناول),Amrita Pritam,1984,امرتا پريتم (سنڌيڪار هوندراج ٻلواڻي),Sharabi Nigahon,"Rabail Publication, Larkana.",sindhi,,
san2020-233,دل جو ڳالهيون,Moti Parkash,1972,موتي پرڪاش,Dil jun Galhiyun,"Jeevan Kala Publications, Bombay.",sindhi,,
san2020-24,لڙيو سج لڪن ۾ (شاعري),Shaikh Ayaz,1988,شيخ اياز,LaRyo siju lakan mein,New Fields Publications,sindhi,,
san2020-25,علامه عمر بن محمد دائودپوٽو,Gohar Daudpoto,1990,گوهر دائودپوٽو,Allama Umar bin Mohammad Daudpoto,"Department of Culture, Sindh.",sindhi,,
san2020-255,شاھ ­- سچل - سامي: 1689ع - 1850ع (هڪ مطالعو),Mohammad Ibrahim Joyo,1997,محمد ابراهيم جويو,Shah - Sachal - Sami: hik mutaalio,"Roshni Publications, Kandiaro.",sindhi,,
san2020-264,مان جي مئس پنڌ ۾ (محترمہ بينظير ڀٽو شهيد کي منظوم ڀيٽا),Rakhial Morai,2012,رکيل مورائي,Maan je muas pandha men,"Culture Department, Government of Sindh.",sindhi,,
san2020-73,گلڻ جا گفتا,Yar Mohammad Shah,2001,يار محمد شاھ,Gulan jaa Gufta,"Naon Niyapo Academy, Karachi.",sindhi,,
san2020-90,سنڌ جي هندن جي تاريخ (ٻئي جلد مڪمل),Bherumal Maharchand Advani,2006,ڀيرومل مهرچند آڏواڻي,Sindh je Hindun jee tareekh,"Roshni Publication, Kandiaro.",sindhi,,
san_0089,روسي ادب,Dr. Badar Ujjan,2012,ڊاڪٽر بدر اڄڻ,Roosi adab,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0098,ماڻڪ مِٽُ سندوم (ماڻڪ جون تحريرون),Manik (Munir Ahmed),2004,ماڻڪ (منير احمد),Manik MiTru sandom,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0112,غدري سورما ۽ انقلابن جي تاريخ,M. N. Roy,2013,ايم اين راءِ (سنڌيڪار امان الله شيخ),Ghadri Soorma,"Peacock Publishers, Karachi.",sindhi,,
san_0133,نور الدين سرڪي: آدرشي انسان (اڻ پوري آتم ڪٿا - انٽرويوز - رچنائون - ۽ خاڪا),Sattar Pirzado,2009,ستار پيرزادو,Nooruddin Sarki aadarshi insaan,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0185,سنڌ ڪهاڻي 1991,Kewalram Malkani,1991,ڪيولرام ملڪاڻي,Sindh KahaNi,"Roshni Publications, Kandiaro.",sindhi,,
san_0187,وٺي هر هر جنم وربو (مرحوم عابد ميمڻ جي زندگي ۽ جدوجهد تي تاثر),Hameed Sabzoi,1994,حميد سبزوئي,Wathi har har janm warbo,"Jaan Publications, Karachi | ڄاڻ پبليڪيشنز، ڪراچي۔",sindhi,,
san_0259,سنڌيءَ جا ٽيھ سال (1948ع کان 1978ع),Dr. Parso Gidwani,1979,ڊاڪٽر پرسو گدواڻي,Sindhia ja treeha saal,"Sindhi Times Publications, Ulhasnagar.",sindhi,,
san_0266,جيئي سنڌ، جيئي سنڌ (شاعري),Hyder Bakhsh Jatoi,1988,حيدر بخش جتوئي,"Jeay Sindh, Jeay Sindh poetry","Baba e Sindh Hyder Baksh Jatoi Academy, Hyderabad.",sindhi,,
san_0276,دوست وراڪو دل سين (خط),Sarang Sahto,2013,سارنگ سهتو,Dost Warako Dil Seen (Letters),"Sachai Ishaat Ghar, Daro.",sindhi,,
san_0295,قومي غلامي: قومي سوال يا بيٺڪي سوال,Khaliq Junejo,1986,خالق جوڻيجو,Qoumi ghulaami,"Fikr e Nau Publishing House, Karachi.",sindhi,,
san_0297,مذهب جو فلسفو,Maulana Ubaidullah Sindhi,1996,مولانا عبيدالله سنڌي,Mazhab jo Falsafo,Sindhica,sindhi,,
san_0452,ساجن، سونهن، سرت,Dr. Tanveer Abbasi,1996,تنوير عباسي,Saajan Soonhan Surt,"Roshni Publication, Kandiaro",sindhi,,
san_0458,ڏات ڏوهاري (شاعري),Zubaida Metlo,2001,زبيده ميتلو,Daat dohari,"Indus Publishers, Karachi.",sindhi,,
san_0507,سنڌي ٻولي ڪراچيءَ ۾ رهندي يا نہ؟,Hyder Bakhsh Jatoi,2010,حيدر بخش جتوئي (سنڌيڪار محمد ابراهيم جويو),Sindhi Boli Karachia mein,Hyder Bakhsh Jatoi Academy,sindhi,,
san_0593,اڳتي قدم ۽ ٻيون ڪهاڻيون,Gobind Malhi,1986,گوبند مالهي,Agte qadam ain Biyoon kahaNyoon,"Sindhi Times Publications, Ulhasnagar.",sindhi,,
san_0621,چار مارچ ۽ اڄ جي سنڌ,Aijaz Qureshi,2003,اعجاز قريشي,Chaar March ain ajj jee Sindh,"Manchhar Publications, Dadu.",sindhi,,
san_0636,مٺ مٺ موتين جي (هفتيوار ”هدايت“ ۾ آيل مواد مان چونڊيل),Mohammad Ibrahim Joyo,1992,محمد ابراهيم جويو,Muth muth motiyun jee,New Fields Publications,sindhi,,
san_0656,حياتيات (حصو اول) رهبر,B. A. Aziz,1976,بي اي عزيز,Hayatiat,Unknown,sindhi,,
san_0794,ڦاسيءَ جي ڇانو ۾,Julius Fučík,1984,جوليس فيوچڪ,Phaasia jee chhanvan men [Notes from the Gallows],"Roshni Publications, Kandiaro.",sindhi,,
san_0684,انقلابي نظرئي سان هٿياربند ٿيو,Rasool Bakhsh Palijo,,رسول بخش پليجو,Inqlaabi nazriey saan hathyaarband thiyo,Sindhi Awami Tahreek,sindhi,,
san_0710,ڊاڪٽر روٿ فاءَ,Dr. Zia Mutaher,2007,ضياء مطاهر (سنڌيڪار مراد علي مرزا),Dr. Ruth Pfau,Phoenix Books,sindhi,,
san_0876,ماهوار سهڻي (ڊسمبر 1972),Tariq Ashraf,1972,طارق اشرف,Monthly Sohni (December 1972),"Sohni Publishers Hyderabad, Sindh.",sindhi,,
san2020-29,عشق تمام، بِرھ تمام,Sahar Gul,2018,سحر گل,"Ishq Tamaam, Berh Tamaam","Sindhica Academy, Karachi.",sindhi,,
san2020-300,بهترين سفر ناما,Altaf Shaikh,1983,الطاف شيخ,Bahtareen Safarnamah,"New Fields Publications, Tando Wali Mohammad Hyderabad Sindh.",sindhi,,
san_0085,بخاريءَ جا قطعا,Ustad Bukhari,2009,استاد بخاري,Bukhari ja qataa,,sindhi,,
san_0111,تعليمي فلسفو,Mohammad Ismail Ursani,1969,محمد اسماعيل عرساڻي ۽ سيد قادر بخش بخاري,Taaleemi Falsafo,"Ronaq Publications, Hyderabad.",sindhi,,
san_0129,گل ۽ ڪنڊا (طنز و مزاح، ڪالم),Gulab Hakro,1998,گلاب هڪڙو,Gula ain KanDa,"Mehran Publications, Karachi.",sindhi,,
san_0214,شاھ لطيف جي شرح (فقيراڻي انداز ۾),Faqir Yar Mohammad Pirzado,1999,فقير يار محمد پيرزادو,Shah Lateef ji Sharah,Sindh Adabi Academy,sindhi,,
san_0254,سون برابر سڳڙا (علامہ عمر دائودپوٽي جا مضمون ۽ مقالا),Anwar Fagar Hakro,1997,ڊاڪٽر انور فگار هڪڙو,Son barabar saGRa,Sindhi Language Authority,sindhi,,
san_0353,ڪنول ٻڪ ۾ چنڊ (شاعري),Mir Mohammad Pirzado,2017,مير محمد پيرزادو,Kanwal Buka mein Chandr,"Sambara Publications, Hyderabad.",sindhi,,
san_0371,سنڌي ٻوليءَ جي سکيا,Unknown,1999,اڻڄاتل,sindhi bolia jee sikhia,"Teacher Training Project, Islamabad.",sindhi,,
san_0456,وطن پرستي (ڇا جيئي سنڌ تحريڪ سنڌي قوم کي اڪيلو ڪري مارائڻ چاهي ٿي؟؟!),Abdul Wahid Aresar,1987,عبدالواحد آريسر,Watan parasti,"Baaran Publications, Hyderabad.",sindhi,,
san_0486,ادب: اندر ۾ ويٺل جن ڀوت,Abdul Qadir Junejo,2014,عبدالقادر جوڻيجو,Adab: Andar mein wethal jina bhoota,My Publications,sindhi,,
san_0488,شاھ جو رسالو (الف بي وار) (ترتيب ڊاڪٽر عالم سومرو),Shah Abdul Lateef,2013,شاھه عبداللطيف ڀٽائي (ترتيب ڊاڪٽر عالم سومرو),Shah jo Risalo (Alif bey waar),Roshni Publications,sindhi,,
san_0494,ڇو، ڇا، ڪيئن ۽ ڪڏهن؟ (عام معلومات سوالن جوابن ۾),Yusuf Sindhi,2008,يوسف سنڌي,"Chho, chha, keeNan ain kaDahin","Gulshan Publications, Hyderabad.",sindhi,,
san_0754,املھ اڻتوريا [شاھ لطيف جي رسالي جا لڌل بيت],Shah Abdul Lateef,1985,شاھ لطيف,Amulh ANtoria,Shah Lateef Cultural Society,sindhi,,
